id_univoco,fonte,nome_organizzazione,tipo_organizzazione,area_geografica,descrizione_organizzazione,data_pubblicazione,data_scraping,titolo,url,tipo_contenuto,livello_allarme,lingua,testo_completo,hash_contenuto
7a023934b7a6e6d230c40b1395228e639e8ae083525b835634fec04e68f0a28f,ong,Access Now,Organizzazione Internazionale,Internazionale,Difende i diritti digitali nel mondo intero,"Tue, 31 Mar 2026 08:00:02 +0000",2026-04-27T22:01:38.430679,Resilience and resistance: internet shutdowns in Africa in 2025,https://www.accessnow.org/press-release/resilience-and-resistance-internet-shutdowns-in-africa-in-2025/,comunicato,1,it,"Resilience and resistance: internet shutdowns in Africa in 2025 <p>Launching today, March 31, 2026, Access Now and the #KeepItOn coalition’s new report, Rising repression meets global resistance: Internet shutdowns in 2025, reveals that at least 313 shutdowns were implemented in 52 countries. In Africa, the internet was shut down 30 times in 15 countries.<img alt="""" height=""0"" src=""https://stats.accessnow.org/piwik.php?idsite=2&amp;rec=1&amp;url=https%3A%2F%2Fwww.accessnow.org%2Fpress-release%2Fresilience-and-resistance-internet-shutdowns-in-africa-in-2025%2F&amp;action_name=Resilience%20and%20resistance%3A%20internet%20shutdowns%20in%20Africa%20in%202025&amp;urlref=https%3A%2F%2Fwww.accessnow.org%2Ffeed%2F"" style=""border: 0; width: 0; height: 0;"" width=""0"" /></p>
<p>The post <a href=""https://www.accessnow.org/press-release/resilience-and-resistance-internet-shutdowns-in-africa-in-2025/"">Resilience and resistance: internet shutdowns in Africa in 2025</a> appeared first on <a href=""https://www.accessnow.org"">Access Now</a>.</p>",7a023934b7a6e6d230c40b1395228e639e8ae083525b835634fec04e68f0a28f
31859349f0176c6a76ca8d70fe3d5ebe1220cd19b3e906d1b7630f0409dbc1cf,ong,Access Now,Organizzazione Internazionale,Internazionale,Difende i diritti digitali nel mondo intero,"Tue, 31 Mar 2026 08:00:00 +0000",2026-04-27T22:01:38.492498,When repression meets resistance: internet shutdowns in 2025,https://www.accessnow.org/internet-shutdowns-2025/?pk_campaign=feed&pk_kwd=internet-shutdowns-2025,comunicato,1,it,"When repression meets resistance: internet shutdowns in 2025 <p>The 2025 #KeepItOn report on internet shutdowns is out. Read on for key insights from this year’s data on internet shutdowns in 2025.<br />
<img alt="""" height=""0"" src=""https://stats.accessnow.org/piwik.php?idsite=2&amp;rec=1&amp;url=https%3A%2F%2Fwww.accessnow.org%2Finternet-shutdowns-2025%2F%3Fpk_campaign%3Dfeed%26pk_kwd%3Dinternet-shutdowns-2025&amp;action_name=When%20repression%20meets%20resistance%3A%20internet%20shutdowns%20in%202025&amp;urlref=https%3A%2F%2Fwww.accessnow.org%2Ffeed%2F"" style=""border: 0; width: 0; height: 0;"" width=""0"" /></p>
<p>The post <a href=""https://www.accessnow.org/internet-shutdowns-2025/?pk_campaign=feed&#038;pk_kwd=internet-shutdowns-2025"">When repression meets resistance: internet shutdowns in 2025</a> appeared first on <a href=""https://www.accessnow.org"">Access Now</a>.</p>",31859349f0176c6a76ca8d70fe3d5ebe1220cd19b3e906d1b7630f0409dbc1cf
4815bd6e1efa1321a6f8352075102e96fcbf547bd5fb498c6209aa25553ee14d,ong,AI Act Monitor,Monitoraggio Normativo,Unione Europea,Monitoraggio indipendente dell'implementazione dell'AI Act,"Tue, 31 Mar 2026 08:15:05 +0000",2026-04-27T22:01:39.674480,Enforcement of Chapter V under the EU AI Act,https://artificialintelligenceact.eu/enforcement-of-chapter-v-under-the-eu-ai-act/?utm_source=rss&utm_medium=rss&utm_campaign=enforcement-of-chapter-v-under-the-eu-ai-act,comunicato,1,it,"Enforcement of Chapter V under the EU AI Act This page aims to provide an overview of the EU AI Act&#8217;s enforcement provisions relating to Chapter V, namely the provisions that impose obligations on providers of general-purpose AI (GPAI) models. It also aims to explore the role that other actors can play in the enforcement of the AI Act. Summary Coming up in this [&#8230;]",4815bd6e1efa1321a6f8352075102e96fcbf547bd5fb498c6209aa25553ee14d
73ec2ac15480fa2271fdfd6653f830bf05439be4b6bb93e0434dc95a28fe678b,ong,AI Act Monitor,Monitoraggio Normativo,Unione Europea,Monitoraggio indipendente dell'implementazione dell'AI Act,"Tue, 17 Mar 2026 18:42:52 +0000",2026-04-27T22:01:39.724651,What the EU AI Act Means for Staffing Businesses,https://artificialintelligenceact.eu/what-the-act-means-for-staffing-businesses/?utm_source=rss&utm_medium=rss&utm_campaign=what-the-act-means-for-staffing-businesses,comunicato,1,it,"What the EU AI Act Means for Staffing Businesses If your business uses AI to screen, rank, or match candidates, the EU now regulates those tools as high-risk systems. Here is what changed, what it means for your operating model, and what you should be doing about it.",73ec2ac15480fa2271fdfd6653f830bf05439be4b6bb93e0434dc95a28fe678b
14299aefe1952a58940c5a1b20233dc784f75e7be58c2f556e397502db5850cb,ong,AI Act Monitor,Monitoraggio Normativo,Unione Europea,Monitoraggio indipendente dell'implementazione dell'AI Act,"Wed, 05 Nov 2025 21:41:50 +0000",2026-04-27T22:01:39.776157,Modifying AI Under the EU AI Act: Lessons from Practice on Classification and Compliance,https://artificialintelligenceact.eu/modifying-ai-under-the-eu-ai-act/?utm_source=rss&utm_medium=rss&utm_campaign=modifying-ai-under-the-eu-ai-act,comunicato,1,it,"Modifying AI Under the EU AI Act: Lessons from Practice on Classification and Compliance This is a guest post written by legal compliance professionals Øystein Endal, Andrea Vcric, Sidsel Nag, Nick Malter and Daylan Araz (see section about authors at the end), drawing on their experience from running or consulting businesses integrating AI. For any questions or suggestions, please contact Nick Malter at nick@trail-ml.com. Disclaimer: Please note that the [&#8230;]",14299aefe1952a58940c5a1b20233dc784f75e7be58c2f556e397502db5850cb
9ae4d6d0a74fd4c762d729b3fece2be2ececffb9f29c358b2af09f1c74ddeaa9,ong,AI Act Monitor,Monitoraggio Normativo,Unione Europea,Monitoraggio indipendente dell'implementazione dell'AI Act,"Mon, 11 Aug 2025 09:31:20 +0000",2026-04-27T22:01:39.834587,Whistleblowing and the EU AI Act,https://artificialintelligenceact.eu/whistleblowing-and-the-eu-ai-act/?utm_source=rss&utm_medium=rss&utm_campaign=whistleblowing-and-the-eu-ai-act,comunicato,1,it,"Whistleblowing and the EU AI Act This page aims to provide an overview of the EU Whistleblowing Directive (2019) and how it relates to the EU AI Act, as well as provide useful resources for potential whistleblowers. This resource was put together by Santeri Koivula, an EU Fellow at the Future of Life Institute, and Karl Koch, founder of the AI [&#8230;]",9ae4d6d0a74fd4c762d729b3fece2be2ececffb9f29c358b2af09f1c74ddeaa9
6ec8fee45e37090b59b019005af64adb91b315320489ae8e8663f2454244c2fb,ong,AI Act Monitor,Monitoraggio Normativo,Unione Europea,Monitoraggio indipendente dell'implementazione dell'AI Act,"Wed, 30 Jul 2025 17:46:55 +0000",2026-04-27T22:01:39.892841,Overview of Guidelines for GPAI Models,https://artificialintelligenceact.eu/gpai-guidelines-overview/?utm_source=rss&utm_medium=rss&utm_campaign=gpai-guidelines-overview,comunicato,1,it,"Overview of Guidelines for GPAI Models On 18 July 2025, the European Commission published draft Guidelines clarifying key provisions of the EU AI Act applicable to General Purpose AI (GPAI) models. The Guidelines provide interpretive guidance on the definition and scope of GPAI models, related lifecycle obligations, systemic risk criteria, and notification duties for providers. Once translated into all EU languages, [&#8230;]",6ec8fee45e37090b59b019005af64adb91b315320489ae8e8663f2454244c2fb
cb5858d7cff541612c865f8cd81922529598c4a7f6e2a267604dc586f9d620d7,ong,AI Act Monitor,Monitoraggio Normativo,Unione Europea,Monitoraggio indipendente dell'implementazione dell'AI Act,"Wed, 30 Jul 2025 17:45:06 +0000",2026-04-27T22:01:39.948223,Overview of the Code of Practice,https://artificialintelligenceact.eu/code-of-practice-overview/?utm_source=rss&utm_medium=rss&utm_campaign=code-of-practice-overview,comunicato,1,it,"Overview of the Code of Practice The Code of Practice offers a clear framework to help developers of General Purpose AI (GPAI) models meet the requirements of the EU AI Act. While providers can choose to follow the Code, they are also free to demonstrate compliance through other appropriate methods. This post provides a concise overview of each Chapter, Commitment, and [&#8230;]",cb5858d7cff541612c865f8cd81922529598c4a7f6e2a267604dc586f9d620d7
ea04f98641c6718ab1e5b9d5a037482112796f3e8523ce13c6c99df56604e615,ong,AI Act Monitor,Monitoraggio Normativo,Unione Europea,Monitoraggio indipendente dell'implementazione dell'AI Act,"Mon, 16 Jun 2025 16:53:11 +0000",2026-04-27T22:01:40.003087,Why Join the EU AI Scientific Panel?,https://artificialintelligenceact.eu/scientific-panel/?utm_source=rss&utm_medium=rss&utm_campaign=scientific-panel,comunicato,1,it,"Why Join the EU AI Scientific Panel? The European Commission has published a call for applications for a scientific panel of independent experts. The panel focuses on general-purpose AI (GPAI) models and systems. Its tasks include advising the EU AI Office and national authorities on systemic risks, model classification, evaluation methodologies, and cross-border market surveillance. Further, the panel is empowered to alert [&#8230;]",ea04f98641c6718ab1e5b9d5a037482112796f3e8523ce13c6c99df56604e615
e283e2243939fefe33c82c0355888bfdda5f6859bf8ca89e359ea0081cf1e8a8,ong,AI Act Monitor,Monitoraggio Normativo,Unione Europea,Monitoraggio indipendente dell'implementazione dell'AI Act,"Fri, 23 May 2025 13:35:45 +0000",2026-04-27T22:01:40.062300,AI Literacy Programs in Europe – Supporting Article 4 of the EU AI Act,https://artificialintelligenceact.eu/ai-literacy-programs/?utm_source=rss&utm_medium=rss&utm_campaign=ai-literacy-programs,comunicato,1,it,"AI Literacy Programs in Europe – Supporting Article 4 of the EU AI Act As organisations across Europe navigate the implementation of the EU AI Act — including Article 4, which addresses the importance of AI literacy — there is growing interest in accessible and practical training resources. This document presents a&#160;non-exhaustive selection&#160;of AI literacy programs that may be useful for companies, institutions, and professionals seeking to better understand [&#8230;]",e283e2243939fefe33c82c0355888bfdda5f6859bf8ca89e359ea0081cf1e8a8
